"studyDbId","studyName","studyDescription","trialType","breedingProgramDbId","breedingProgramName","breedingProgramDescription","studyYear","studyDesign","locationDbId","locationName","plantingDate","harvestDate","plotWidth","plotLength","plantsPerPlot","numberBlocks","numberReps","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","folderDbId","folderName","folderDescription","managementFactors"
"3833","03CMD_OFT_Hav_Rivers_Etche","Assessment of Varieties of Cassava for high yield, using On farm Trial in Etche Village, Rivers state, Nigeria 2003/2004 Breeding Season ","Regional Trials","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","210","Rivers","","","","","","1","1","","no","no","3824","03_Rivers",""," No ManagementFactor: "
"3834","03CMD_OFT_Hav_Rivers_Gokana","Assessment of Varieties of Cassava for high yield, using On farm Trial in Gokana Village, Rivers state, Nigeria 2003/2004 Breeding Season ","Regional Trials","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","210","Rivers","","","","","","1","1","","no","no","3824","03_Rivers",""," No ManagementFactor: "
"3835","03CMD_OFT_Hav_Rivers_Ogbakiri","Assessment of Varieties of Cassava for high yield, using On farm Trial in Ogbakiri Village, Rivers state, Nigeria 2003/2004 Breeding Season ","Regional Trials","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","210","Rivers","","","","","","1","1","","no","no","3824","03_Rivers",""," No ManagementFactor: "
"6188","03GeneticGainZA","Assessment of Varieties of Cassava for high yield and disease resistance l (377 clones) from Genetic Gain studies in Zaria 2003/2004 Breeding Season","genetic_gain_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","6","Zaria","2003-August-10","2004-September-08","","","","2","2","","no","no","3448","03_Zaria",""," No ManagementFactor: "
"3465","03PYT25PolyIB","Assessment of cassava varieties generated from Mr Paul's Experiment BS24 (Polyploid)  in a Preliminary Yield Trial (25 clones) in Ibadan  2003/2004 Breeding Season 

","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-February-25","2004-February-25","","","","2","2","","","","1829","03_Ibadan",""," No ManagementFactor: "
"3467","03PYT44cmdIB","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Preliminary Yield Trial (44 clones) in Ibadan 2003/2004 Breeding Season 

","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-May-03","2004-May-03","","","","2","2","","","","1829","03_Ibadan",""," No ManagementFactor: "
"3468","03PYT50cmdIB","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Preliminary Yield Trial (50 clones) in Ibadan 2003/2004 Breeding Season 
","Preliminary Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-February-25","2004-February-25","","","","2","2","","","","1829","03_Ibadan",""," No ManagementFactor: "
"3475","03ayt18MsterileIB","Assessment of  male-sterile line of Cassava for high yield, disease resistance in Advanced Yield Trial (18 clones) in Ibadan 2003/2004 Breeding Season
","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-June-13","2004-June-17","","","","4","4","","","","1829","03_Ibadan",""," No ManagementFactor: "
"8730","03ayt19IB","Assessment of Varieties of Cassava for high yield, disease resistance in an Advanced Yield Trial (19 clones) in Ibadan 2003/2004 Breeding Season ","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-August-26","2004-August-26","","","","4","4","","no","no","1829","03_Ibadan",""," No ManagementFactor: "
"3476","03ayt25EsarcIB","Assessment of Cassava varieties for ESARC in a Advanced Yield Trial (25 clones) in Ibadan 2003/2004 Breeding Season ","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-July-04","2004-July-04","","","","4","4","","","","1829","03_Ibadan",""," No ManagementFactor: "
"3474","03ayt30MMSelMk","Assessment of Varieties (Selections from MalamMadori) of Cassava for high yield, disease resistance in  Advanced Yield Trial  (30 clones)  in Mokwa 2003/2004 Breeding Season
","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","8","Mokwa","2003-April-08","2004-April-08","","","","4","4","","","","1830","03_Mokwa",""," No ManagementFactor: "
"3473","03ayt50SlineIB","Assessment of cassava varieties (self line) in a Advanced Yield Trial (50 clones) in Ibadan 2003/2004 Breeding Season 
","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-May-08","2004-May-08","","","","4","4","","","","1829","03_Ibadan",""," No ManagementFactor: "
"3472","03ayt62castorIB","Assessment of Cassava varieties through Castor crosses in a Advanced Yield Trial  in Ibadan 2003/2004 Breeding Season 
","Advanced Yield Trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","3","Ibadan","2003-March-05","2003-August-20","","","","4","4","","","","1829","03_Ibadan",""," No ManagementFactor: "
"4846","03cmd_demo_Akwa-Ibom_IkotAsanga_Set2","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (31 clones) by farmer GabrielU.Udoma in IkotAfanga, Akwa Ibom State 2003/2004 Breeding Season ","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","227","Akwa Ibom","2003-July-30","2004-July-30","","","","1","1","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4847","03cmd_demo_Akwa-Ibom_Ikotoku","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (22 clones) in Ikotoku, Akwa Ibom State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","227","Akwa Ibom","2003-July-16","2004-July-16","","","","1","1","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"3727","03cmd_demo_Akwa-ibom_Eket","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (15 clones) in Akwa Ibom State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","227","Akwa Ibom","2003-June-29","2004-July-31","","","","1","1","","","","4845","03_Akwa Ibom",""," No ManagementFactor: "
"3729","03cmd_demo_Akwa-ibom_IkotAfanga_Set1","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (21 clones) by farmer RobsonUdoinyang in IkotAfanga, Akwa Ibom State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","227","Akwa Ibom","2003-July-30","2004-July-30","","","","1","1","","","","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4848","03cmd_demo_Akwa-ibom_Mbiaya","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (33 clones) in Mbiaya, Akwa Ibom State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","227","Akwa Ibom","2003-June-15","2004-July-22","","","","1","1","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4849","03cmd_demo_Akwa-ibom_Urlu","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (27 clones) in Urlu, Akwa Ibom State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","227","Akwa Ibom","2003-July-13","2004-July-20","","","","1","1","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4850","03cmd_demo_Bayelsa_Amma","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (40 clones) in Amma, Bayelsa State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","228","Bayelsa","","","","","","1","1","","no","no","4851","03_Bayelsa",""," No ManagementFactor: "
"4852","03cmd_demo_Bayelsa_Anyama","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (20 clones) in Anyama, Bayelsa State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","228","Bayelsa","","","","","","1","1","","no","no","4851","03_Bayelsa",""," No ManagementFactor: "
"4853","03cmd_demo_Bayelsa_Biogbolo","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (40 clones) in Biogbolo, Bayelsa State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","228","Bayelsa","","","","","","1","1","","no","no","4851","03_Bayelsa",""," No ManagementFactor: "
"4854","03cmd_demo_Bayelsa_Bumoindi","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (31 clones) in Bumoindi, Bayelsa State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","228","Bayelsa","","","","","","1","1","","no","no","4851","03_Bayelsa",""," No ManagementFactor: "
"4855","03cmd_demo_Bayelsa_Elebele","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (39 clones) in Elebele, Bayelsa State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","228","Bayelsa","","","","","","1","1","","no","no","4851","03_Bayelsa",""," No ManagementFactor: "
"4856","03cmd_demo_CRiver_Igoli","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (19 clones) in Igoli Cross River State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","229","CrossRiver","","","","","","1","1","","no","no","4857","03_CrossRiver",""," No ManagementFactor: "
"4858","03cmd_demo_CRiver_Ikom","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (21 clones) in Ikom Cross River State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","229","CrossRiver","","","","","","1","1","","no","no","4857","03_CrossRiver",""," No ManagementFactor: "
"4859","03cmd_demo_CRiver_Mgbeke","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (18 clones) in Mgbeke Cross River State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","229","CrossRiver","","","","","","1","1","","no","no","4857","03_CrossRiver",""," No ManagementFactor: "
"4860","03cmd_demo_CRiver_Uyanga","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (19 clones) in Uyanga Cross River State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","229","CrossRiver","","","","","","1","1","","no","no","4857","03_CrossRiver",""," No ManagementFactor: "
"4864","03cmd_demo_Delta_Agbarho","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (29 clones) in Agbarho Delta State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","209","Delta","","","","","","1","1","","no","no","3800","03_Delta",""," No ManagementFactor: "
"8731","03cmd_demo_Delta_Agbor","Assessment of Varieties of Cassava for high yield, using On-farm Trial in Agbor Village, Delta state, Nigeria 2003/2004 Breeding Season ","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","466","Agbor","","","","","","1","1","","no","no","3800","03_Delta",""," No ManagementFactor: "
"4865","03cmd_demo_Delta_Ibusah","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (28 clones) in Ibusah Delta State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","209","Delta","","","","","","1","1","","no","no","3800","03_Delta",""," No ManagementFactor: "
"4866","03cmd_demo_Delta_Obior","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (28 clones) in Obior Delta State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","209","Delta","2002-June-25","2003-June-25","","","","1","1","","no","no","3800","03_Delta",""," No ManagementFactor: "
"4868","03cmd_demo_Edo_ADP","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (28 clones) in ADP Edo State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","208","Edo","2003-August-19","2004-August-16","","","","1","1","","no","no","3777","03_Edo",""," No ManagementFactor: "
"4869","03cmd_demo_Edo_Ekpoma","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (34 clones) in Ekpoma Edo State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","208","Edo","2003-July-30","2004-August-16","","","","1","1","","no","no","3777","03_Edo",""," No ManagementFactor: "
"4875","03cmd_demo_Edo_Evbo","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (37 clones) in Evbo Edo State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","208","Edo","","","","","","1","1","","no","no","3777","03_Edo",""," No ManagementFactor: "
"4876","03cmd_demo_Edo_Igueben","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (40 clones) in Igueben Edo State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","208","Edo","2003-July-19","2004-July-19","","","","1","1","","no","no","3777","03_Edo",""," No ManagementFactor: "
"4877","03cmd_demo_Edo_Irrua","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Demo Trial (35 clones) in Irrua Edo State 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","Augmented","208","Edo","2003-August-19","2004-July-22","","","","1","1","","no","no","3777","03_Edo",""," No ManagementFactor: "
"4888","03cmd_mlt_Abuja(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) in Multilocational Trial (16 clones) in Abuja 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","35","Abuja","2003-June-02","2004-July-30","","","","4","4","","no","no","4893","03_Abuja",""," No ManagementFactor: "
"4906","03cmd_mlt_Abuja(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (18 clones) in Abuja2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","35","Abuja","2003-June-02","2004-July-30","","","","4","4","","no","no","4893","03_Abuja",""," No ManagementFactor: "
"4907","03cmd_mlt_Abuja(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (15 clones) in Abuja 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","35","Abuja","2003-June-02","2004-July-30","","","","4","4","","no","no","4893","03_Abuja",""," No ManagementFactor: "
"4908","03cmd_mlt_AkwaIbom(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (15 clones) in Akwa Ibom 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","227","Akwa Ibom","","","","","","4","4","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4909","03cmd_mlt_AkwaIbom(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (17 clones) in Akwa Ibom 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","227","Akwa Ibom","","","","","","4","4","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4910","03cmd_mlt_AkwaIbom(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (15 clones) in Akwa Ibom 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","227","Akwa Ibom","","","","","","4","4","","no","no","4845","03_Akwa Ibom",""," No ManagementFactor: "
"4912","03cmd_mlt_Calabar(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (15 clones) in Calabar 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","233","Calabar","2003-November-29","2004-November-30","","","","4","4","","no","no","4913","03_Calabar",""," No ManagementFactor: "
"4917","03cmd_mlt_Calabar(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (18 clones) in Calabar 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","233","Calabar","2003-November-29","2004-November-30","","","","4","4","","no","no","4913","03_Calabar",""," No ManagementFactor: "
"4928","03cmd_mlt_Calabar(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (14 clones) in Calabar 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","233","Calabar","2003-November-29","2004-November-30","","","","4","4","","no","no","4913","03_Calabar",""," No ManagementFactor: "
"4930","03cmd_mlt_Egbema(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (14 clones) in Egbema 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","234","Egbema","","","","","","4","4","","no","no","4929","03_Egbema",""," No ManagementFactor: "
"4931","03cmd_mlt_Egbema(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (15 clones) in Egbema 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","234","Egbema","","","","","","4","4","","no","no","4929","03_Egbema",""," No ManagementFactor: "
"4932","03cmd_mlt_Egbema(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (15 clones) in Egbema 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","234","Egbema","","","","","","4","4","","no","no","4929","03_Egbema",""," No ManagementFactor: "
"4947","03cmd_mlt_Ikenne(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (14 clones) in Ikenne 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","32","Ikenne","2003-May-11","2004-May-12","","","","4","4","","no","no","4948","03_Ikenne",""," No ManagementFactor: "
"4949","03cmd_mlt_Ikenne(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (16 clones) in Ikenne 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","32","Ikenne","2003-May-11","2004-May-12","","","","4","4","","no","no","4948","03_Ikenne",""," No ManagementFactor: "
"4950","03cmd_mlt_Ikenne(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (15 clones) in Ikenne 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","32","Ikenne","2003-May-11","2004-May-12","","","","4","4","","no","no","4948","03_Ikenne",""," No ManagementFactor: "
"4951","03cmd_mlt_Ilorin(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (16 clones) in Ilorin 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","33","Ilorin","2003-September-18","2004-September-15","","","","1","1","","no","no","4954","03_Ilorin",""," No ManagementFactor: "
"4952","03cmd_mlt_Ilorin(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (18 clones) in Ilorin 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","33","Ilorin","2003-September-18","2004-September-15","","","","1","1","","no","no","4954","03_Ilorin",""," No ManagementFactor: "
"4953","03cmd_mlt_Ilorin(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (13 clones) in Ilorin 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","33","Ilorin","2003-September-18","2004-September-15","","","","1","1","","no","no","4954","03_Ilorin",""," No ManagementFactor: "
"4988","03cmd_mlt_Ishiagu(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (15 clones) in Ishiagu 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","235","Ishiagu","2003-June-25","2004-June-27","","","","4","4","","no","no","4987","03_Ishiagu",""," No ManagementFactor: "
"4989","03cmd_mlt_Ishiagu(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (16 clones) in Ishiagu 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","235","Ishiagu","2003-June-25","2004-June-27","","","","4","4","","no","no","4987","03_Ishiagu",""," No ManagementFactor: "
"4990","03cmd_mlt_Ishiagu(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (15 clones) in Ishiagu 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","235","Ishiagu","2003-June-25","2004-June-27","","","","4","4","","no","no","4987","03_Ishiagu",""," No ManagementFactor: "
"4955","03cmd_mlt_Kaduna(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (14 clones) in Kaduna 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","202","Kaduna","2003-July-31","2004-September-28","","","","4","4","","no","no","4956","03_Kaduna",""," No ManagementFactor: "
"4957","03cmd_mlt_Kaduna(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (16 clones) in Kaduna 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","202","Kaduna","2003-July-31","2004-September-28","","","","4","4","","no","no","4956","03_Kaduna",""," No ManagementFactor: "
"4958","03cmd_mlt_Kaduna(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (13 clones) in Kaduna 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","202","Kaduna","2003-July-31","2004-September-28","","","","4","4","","no","no","4956","03_Kaduna",""," No ManagementFactor: "
"4959","03cmd_mlt_Nsukka(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (16 clones) in Nsukka 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","236","Nsukka","","","","","","1","1","","no","no","4962","03_Nsukka",""," No ManagementFactor: "
"4960","03cmd_mlt_Nsukka(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (16 clones) in Nsukka 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","236","Nsukka","","","","","","1","1","","no","no","4962","03_Nsukka",""," No ManagementFactor: "
"4961","03cmd_mlt_Nsukka(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (16 clones) in Nsukka 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","236","Nsukka","","","","","","1","1","","no","no","4962","03_Nsukka",""," No ManagementFactor: "
"4963","03cmd_mlt_Onne(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (15 clones) in Onne 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","9","Onne","","","","","","4","4","","no","no","3492","03_Onne",""," No ManagementFactor: "
"4964","03cmd_mlt_Onne(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (17 clones) in Onne 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","9","Onne","","","","","","4","4","","no","no","3492","03_Onne",""," No ManagementFactor: "
"4965","03cmd_mlt_Onne(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (15 clones) in Onne 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","9","Onne","","","","","","4","4","","no","no","3492","03_Onne",""," No ManagementFactor: "
"4967","03cmd_mlt_Oshogbo(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (15 clones) in Oshogbo 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","237","Oshogbo","2003-May-11","2004-May-12","","","","2","2","","no","no","4966","03_Oshogbo",""," No ManagementFactor: "
"4968","03cmd_mlt_Oshogbo(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (18 clones) in Oshogbo 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","237","Oshogbo","2003-May-11","2004-May-12","","","","2","2","","no","no","4966","03_Oshogbo",""," No ManagementFactor: "
"4969","03cmd_mlt_Oshogbo(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (14 clones) in Oshogbo 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","237","Oshogbo","2003-May-11","2004-May-12","","","","2","2","","no","no","4966","03_Oshogbo",""," No ManagementFactor: "
"4983","03cmd_mlt_Otobi(Set1)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set1 in Multilocational Trial (16 clones) in Otobi 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","16","Otobi","","","","","","4","4","","no","no","4986","03_Otobi",""," No ManagementFactor: "
"4984","03cmd_mlt_Otobi(Set2)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set2 in Multilocational Trial (16 clones) in Otobi 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","16","Otobi","","","","","","4","4","","no","no","4986","03_Otobi",""," No ManagementFactor: "
"4985","03cmd_mlt_Otobi(Set3)","Assessment of Varieties of Cassava for high yield, disease resistance (cmd) Set3 in Multilocational Trial (15 clones) in Otobi 2003/2004 Breeding Season","phenotyping_trial","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","2003","RCBD","16","Otobi","","","","","","4","4","","no","no","4986","03_Otobi",""," No ManagementFactor: "
